X,Y,FAIRMARKETBUILDING__asmt,PROPERTYZIP__asmt,FAIRMARKETLAND__asmt,SALECODE__asmt,LEGAL1__asmt,PROPERTYFRACTION__asmt,PIN,NEIGHDESC__asmt,LOCALLAND__asmt,PROPERTYADDRESS__asmt,CLASSDESC__asmt,LEGAL2__asmt,COUNTYBUILDING__asmt,PROPERTYHOUSENUM__asmt,PROPERTYUNIT__asmt,FAIRMARKETTOTAL__asmt,LOTAREA__asmt,SALEDATE__asmt,LEGAL3__asmt,PROPERTYCITY__asmt,NEIGHCODE__asmt,LOCALTOTAL__asmt,SALEPRICE__asmt,COUNTYLAND__asmt,PROPERTYSTATE__asmt,LOCALBUILDING__asmt,USEDESC__asmt,COUNTYTOTAL__asmt,MUNIDESC__asmt
-79.8737250288245,40.4558543408026,0,15221,60100,N,EAST HILLS PARK 1ST PLAN STAGE 1 2 & 3 (18.7165) ALD, ,0231L00380000000,11301,60100,EAST HILLS DR,RESIDENTIAL,EAST HILLS DR COR PARK HILL,0,0, ,60100,815290,03-17-1965,,PITTSBURGH,11301,60100,0,60100,PA,0,VACANT LAND,60100,13th Ward - PITTSBURGH
-79.9875981949749,40.4671695242867,0,15212,21100,GV,1.84 ACRESLAND HILLSIDE HETZEL ST              , ,0047L00200000000,WARD 26 - NORTHVIEW HEIGHTS,21100,HETZEL ST,RESIDENTIAL,PART VACATED FALL STREET LOT 10X161 HAUG ST    ,0,0, ,21100,81758,10-24-2014,,PITTSBURGH,12603,21100,24542,21100,PA,0,VACANT LAND,21100,26th Ward - PITTSBURGH
-79.9252315438661,40.3865881164666,0,15207,18700,H,DOERR TERRACE PLAN 301-308 INCL LOT 458X165X480, ,0091P00173000000,13103,18700,SOUTHVIEW AVE,RESIDENTIAL, RR IN ALL SOUTHVIEW AV,0,0, ,18700,77406,08-02-2007,,PITTSBURGH,13103,18700,39250,18700,PA,0,VACANT LAND,18700,31st Ward - PITTSBURGH
-80.0044950124847,40.4966592731713,0,15214,34000,27,AMERICAN TOWERS PLAN OF LOTS, ,0163G00325000000,WARD 26 - SUMMER HILL,34000,IVORY AVE,RESIDENTIAL,PARCEL A  = 324.97 FRONTING WITH 10 TOTAL BEARINGS,0,0, ,34000,84251,10-31-2006,,PITTSBURGH,12601,34000,34000,34000,PA,0,VACANT LAND,34000,26th Ward - PITTSBURGH
-80.0282902195928,40.4929295735069,0,15214,37400,4,MARGARET BRADY EST PURPT A LOT 297.46XAVG299X27, ,0162N00120000000,94004,37400,PRESTON AVE,RESIDENTIAL,3.28 RR PRESTON AVE                            ,0,309, ,37400,85334,03-08-1988,,PITTSBURGH,94004,37400,2000,37400,PA,0,VACANT LAND,37400,Ross  
-80.0017169137808,40.4719568667211,0,15212,1600,9,3.232 ALD EAST ST RT SIDE LR                   , ,0046D00120000000,WARD 26 - NORTHVIEW HEIGHTS,1600,EAST ST,RESIDENTIAL,1021                                           ,0,2518, ,1600,140699,01-15-2003,,PITTSBURGH,12603,1600,1,1600,PA,0,VACANT LAND,1600,26th Ward - PITTSBURGH
-80.0160229427708,40.4751626968018,0,15214,20000,0,4.875 A LAND MARSHALL RD                       , ,0077J00336000000,WARD 26 - PERRY SOUTH,20000,MARSHALL AVE,RESIDENTIAL,,0,0, ,20000,212355,02-27-1975,,PITTSBURGH,12604,20000,5000,20000,PA,0,VACANT LAND,20000,26th Ward - PITTSBURGH
-79.9463881458566,40.3760308937727,0,15236,132000,U,82.399 ALD PINCHTOWN RD                        , ,0135J00300000000,BALDWIN BOROUGH,132000,LOUISA ST,RESIDENTIAL,,0,0, ,132000,3589301,12-31-1997,,PITTSBURGH,87701,132000,120000,132000,PA,0,VACANT LAND,132000,Baldwin Boro  
-79.9251076170257,40.4175952190051,0,15217,109400,H,1.050 A LAND                                   , ,0088K00011000000,11402,109400,SALINE ST,RESIDENTIAL,1 STY GAL IRON GAR                             ,0,0, ,109400,45738,04-04-2013,,PITTSBURGH,11402,109400,0,109400,PA,0,VACANT LAND,109400,14th Ward - PITTSBURGH
-79.9626226452023,40.4087400556171,0,15210,4450,H,S D HAYS PLAN 77 TO 94 INCL IRREG LOT 492.38X18, ,0031J00075000000,BALDWIN BOROUGH,4450,SOMERSET ST,RESIDENTIAL,8.56X464.71 RR IN ALL SOMERSET ST,0,0, ,4450,160867,06-23-2016,,PITTSBURGH,87701,4450,128974,4450,PA,0,VACANT LAND,4450,Baldwin Boro  
-79.9269589553794,40.3861116730535,0,15207,16200,H,DOERR TERRACE PLAN 310-314 INCL LOT 316.52X165., ,0091P00157000000,13103,16200,SOUTHVIEW AVE,RESIDENTIAL,05X302.81 RR IN ALL SOUTHVIEW AV,0,0, ,16200,51022,08-02-2007,,PITTSBURGH,13103,16200,39250,16200,PA,0,VACANT LAND,16200,31st Ward - PITTSBURGH
-79.967683107156,40.4062046113897,0,15210,33100,H,LOT = 56.78X381.40X1456.53X144.95X261.21X259.51X93.08X1099.7, ,0031J00044000000,BALDWIN BOROUGH,33100,BECKS RUN RD,RESIDENTIAL,,0,0, ,33100,81893,06-23-2016,,PITTSBURGH,87701,33100,128974,33100,PA,0,VACANT LAND,33100,Baldwin Boro  
-80.0042180445067,40.4000960470609,0,15210,2000,H,BAILEY & MOON 2ND PLAN 71-72 LOT 100XAVG225X128.24, ,0061G00310000000,13201,2000,ZIMMERMAN ST,RESIDENTIAL,BAILEY & MOON 2ND PLAN 73 LOT 50XAVG247.5X57.85,0,0, ,2000,123327,12-18-2015,BAILEY & MOON 2ND PLAN 69-70 LOT 110X190.56 IN,PITTSBURGH,13201,2000,17000,2000,PA,0,VACANT LAND,2000,32nd Ward - PITTSBURGH
-79.9249740433332,40.3849397426845,0,15207,20700,H,DOERR TERRACE PLAN 254-264 INCL LOT 674.25X150X, ,0091P00365000000,13103,20700,SOUTHVIEW AVE,RESIDENTIAL,652.77 RR IN ALL SOUTHVIEW AV,0,0, ,20700,99535,08-02-2007,,PITTSBURGH,13103,20700,39250,20700,PA,0,VACANT LAND,20700,31st Ward - PITTSBURGH
-79.9808726390982,40.4019208789458,0,15210,43600,,S VIEW PLACE PLAN 287 296 INCL LOT 441.17X210X5, ,0059A00282000000,12901,43600,THE BOULEVARD ,RESIDENTIAL,94.35 RR IN ALL BLVD                           ,0,0, ,43600,305621,05-05-1950,,PITTSBURGH,12901,43600,0,43600,PA,0,VACANT LAND,43600,29th Ward - PITTSBURGH
-80.0331836899552,40.4236058729229,0,15220,44800,35,ELMER H FINK ETUX SUB DIV PLAN PARCEL A LOT 288, ,0018S00001000000,12004,44800,MCKINNEY LN,RESIDENTIAL,.15X508.43X419.32 (3.815 A LD)                 ,0,0, ,44800,166181,06-11-2018,RR MC KINNEY LN                                ,PITTSBURGH,12004,44800,99000,44800,PA,0,VACANT LAND,44800,20th Ward - PITTSBURGH
-79.9300439523259,40.3846605245221,0,15207,14900,9,DOER TER PLAN 137 TO 146 INC LOT 425XAVG285.05X, ,0134A00326000000,13103,14900,CIRCLE AVE,RESIDENTIAL,716.32 RR IN ALL CIRCLE AV                     ,0,0, ,14900,162479,10-13-1988,,PITTSBURGH,13103,14900,17000,14900,PA,0,VACANT LAND,14900,31st Ward - PITTSBURGH
-79.9229346720826,40.4110704868719,0,15207,10000,3,2.2912 ALD SUGAR HILL                          , ,0089C00325000000,11501,10000,DESDEMONA ST,RESIDENTIAL,,0,0, ,10000,99752,01-02-1998,,PITTSBURGH,11501,10000,1,10000,PA,0,VACANT LAND,10000,15th Ward - PITTSBURGH
-80.0350462249028,40.4175533440386,0,15220,36100,4,JOHN BROWN & WM CARNAHAN FARM PLAN PT 26 TRI LO, ,0017M00025000000,12001,36100,BULFORD AVE,RESIDENTIAL,T 458X170X380 BULFORD ST                       ,0,0, ,36100,71438,09-23-1987,,PITTSBURGH,12001,36100,2500,36100,PA,0,VACANT LAND,36100,20th Ward - PITTSBURGH
-79.979779280713,40.3963263311014,0,15210,15900,H,FISHER PLAN #2 IRREG LOT = (2.088 ALD)         , ,0059N00245000000,12901,15900,MADELINE ST,RESIDENTIAL,FRONTING (259.71 SF) MADELINE ST               ,0,0, ,15900,91040,07-13-2017,,PITTSBURGH,12901,15900,16000,15900,PA,0,VACANT LAND,15900,29th Ward - PITTSBURGH
-79.9276143313891,40.3881156528717,0,15207,5000,H,DOERR TERRACE PLAN 327-335 INCL LOT 599.15X125., ,0091K00272000000,13103,5000,SOUTHVIEW AVE,RESIDENTIAL,11X401.23 RR IN ALL SOUTHVIEW AV-CIRCLE AV,0,0, ,5000,43560,08-24-2016,1 STY FRA HUT,PITTSBURGH,13103,5000,82500,5000,PA,0,VACANT LAND,5000,31st Ward - PITTSBURGH
-79.9091858309321,40.370605006151,0,15207,21200,UR,CALHOUN PARK PLAN 166-167 TRI LOT 512.70X411.99, ,0184F00200000000,13102,21200,LEASIDE DR,RESIDENTIAL,X411.99 RR IN ALL LEASIDE DR                   ,0,0, ,21200,105633,02-17-2011,,PITTSBURGH,13102,21200,20500,21200,PA,0,VACANT LAND,21200,31st Ward - PITTSBURGH
-80.0752581700337,40.4559017144989,0,15204,20700,GV,1.3 A LD SUMMERDALE ST                         , ,0071K00225000000,12802,20700,SUMMERDALE ST,RESIDENTIAL,,0,0, ,20700,56628,10-19-2018,,PITTSBURGH,12802,20700,4422,20700,PA,0,VACANT LAND,20700,28th Ward - PITTSBURGH
-79.9003953969317,40.4825855911459,0,15206,36900,3,8.39 A LD HILLSIDE                             , ,0122S00001000000,11201,36900,HILLSIDE ,RESIDENTIAL,,0,0, ,36900,365468,04-22-2016,,PITTSBURGH,11201,36900,10,36900,PA,0,VACANT LAND,36900,12th Ward - PITTSBURGH
-80.0065564029253,40.4985816756301,0,15237,14000,3,JAMRISKA PLAN, ,0163C00281000000,94004,14000,EVERGREEN RD,RESIDENTIAL,LOT 1 = 639.13 FRONTING WITH 13 BEARINGS,0,0, ,14000,166874,06-07-2004,,PITTSBURGH,94004,14000,1,14000,PA,0,VACANT LAND,14000,Ross  
-79.925612795887,40.4824093581462,0,15206,48300,3,VILLANOVA ROAD PLAN, ,0121P00200000000,11003,48300,HETHS AVE,RESIDENTIAL,LOT 3 = 418.88 FRONTING WITH 8 TOTAL BEARINGS,0,0, ,48300,149411,12-29-1949,,PITTSBURGH,11003,48300,0,48300,PA,0,VACANT LAND,48300,10th Ward - PITTSBURGH
-80.0407520185612,40.4332466909147,0,15220,33500,3,4.5 A SURF LD WITTMAN COR KEARNS RD            , ,0018C00001000000,12002,33500,WITTMAN ST,RESIDENTIAL,LOT 50X65 THIRTY FT ST                         ,0,325, ,33500,196020,01-28-2004,,PITTSBURGH,12002,33500,1,33500,PA,0,VACANT LAND,33500,20th Ward - PITTSBURGH
-79.9044677627458,40.4227694025666,0,15218,1100,H,YE OLDE SWISSVALE FARME 1ST ADDN PLAN PT 14 LOT, ,0129C00200000000,11403,1100,COMMERCIAL ST,RESIDENTIAL, 344.24XAVG250.51X433.96 COMMERCIAL ST         ,0,0, ,1100,97470,03-08-1982,,PITTSBURGH,11403,1100,50000,1100,PA,0,VACANT LAND,1100,14th Ward - PITTSBURGH
-80.004718019648,40.4018109650062,0,15226,65600,3,BAILEY & MOON PLAN #21 TO #25 INCL LOT =       , ,0061C00024000000,11901,65600,ABSTRACT AVE,RESIDENTIAL,192.47X125X260 IN ALL ABSTRACT AVE             ,0,0, ,65600,204253,12-29-1949,,PITTSBURGH,11901,65600,0,65600,PA,0,VACANT LAND,65600,19th Ward - PITTSBURGH
-80.0023328932462,40.4826601900926,0,15214,42600,9,LOT 180.67XAVG483.45 MT PLEASANT RD            , ,0116S00092000000,93701,42600,MOUNT PLEASANT RD,RESIDENTIAL,,0,0, ,42600,87342,07-01-1976,,PITTSBURGH,93701,42600,0,42600,PA,0,VACANT LAND,42600,Reserve  
-80.0228875117311,40.4198581279621,0,15216,35500,9,REVISED NEW WORLD PLAN PARCEL 'A' = 344.32     , ,0016G00091000000,11902,35500,LOWENHILL ST,RESIDENTIAL,X180.96X342.39 (OR 1.48 ALD) REAR              ,0,0, ,35500,64469,02-23-2002,LOWEN HILL ST                                  ,PITTSBURGH,11902,35500,32500,35500,PA,0,VACANT LAND,35500,19th Ward - PITTSBURGH
-79.9880113157584,40.475431873202,0,15212,17700,9,"PETER,RICHNERS PLAN PT 6 LOT 150.65X1VG297X155.", ,0078L00190000000,WARD 26 - NORTHVIEW HEIGHTS,17700,SPRING GARDEN AVE,RESIDENTIAL,78 RR TROY HILL RD                             ,0,0, ,17700,45520,06-23-1980,,PITTSBURGH,12603,17700,3500,17700,PA,0,VACANT LAND,17700,26th Ward - PITTSBURGH
-80.0081088302573,40.3991466764815,0,15226,14900,H,GARLAND TERRACE 3RD PLAN UN # PARCEL A LOT 627., ,0061K00110000000,11903,14900,EDGEBROOK AVE,RESIDENTIAL,33XAVG302.27X615.25 EDGEBROOK AVE,0,0, ,14900,188179,12-18-2015,,PITTSBURGH,11903,14900,17000,14900,PA,0,VACANT LAND,14900,19th Ward - PITTSBURGH
-79.9325701657763,40.4833550643619,0,15201,92400,3,14.455 A LD REAR OF STANTON AV FROM OLD LANE TO, ,0121N00190000000,11003,92400,FARMINGTON ST,RESIDENTIAL, JAMAICA WAY                                   ,0,4700, ,92400,629660,04-22-1952,,PITTSBURGH,11003,92400,0,92400,PA,0,VACANT LAND,92400,10th Ward - PITTSBURGH
-79.9927205627711,40.4738959826235,0,15212,34500,3,CITY VIEW PLAN 3.75 A LD WILLIAMS RD, ,0078P00200000000,93702,34500,WILLIAMS RD,RESIDENTIAL,,0,0, ,34500,163350,12-19-2002,,PITTSBURGH,93702,34500,1,34500,PA,0,VACANT LAND,34500,Reserve  
-79.9366626188575,40.3851678852567,0,15236,30300,H,J H HAYS PARTN EST PLAN PT PURPT 16 LOT 50XAVG7, ,0092R00052000000,BALDWIN BOROUGH,30300,CHURCHVIEW AVE,RESIDENTIAL,08.04X95.76 RR CHURCHVIEW AVE,0,0, ,30300,51706,10-09-2003,,PITTSBURGH,87701,30300,37000,30300,PA,0,VACANT LAND,30300,Baldwin Boro  
-79.9847791538671,40.4053027812739,0,15210,21800,N,AUGUST HEIDKAMP PLAN 29 TO 39 INCL LOT 374.33X1, ,0033S00177000000,12901,21800,LAUGHLIN AVE,RESIDENTIAL,87.46X350 RR IN ALL LAUGHLIN AVE               ,0,0, ,21800,67888,12-29-1949,,PITTSBURGH,12901,21800,0,21800,PA,0,VACANT LAND,21800,29th Ward - PITTSBURGH
-80.0070063011778,40.4605644433774,0,15212,54000,3,ALLEGHENY DWELLINGS PLAN OF LOTS, - 1809,0023C00012000000,WARD 25,54000,BELLEAU DR,RESIDENTIAL,LOT 1 = 193.81X31.19X223.59X52X97.05X61.37X46.63X89.51,0,1704, ,54000,410854,05-05-1950,ALLEGHENY DWELLINGS PLAN OF LOTS,PITTSBURGH,12502,54000,0,54000,PA,0,VACANT LAND,54000,25th Ward - PITTSBURGH
-79.8858374779221,40.4616515540454,0,15235,2200,9,BLACKADORE PLACE PLAN #362-LOT 25X100 WOOD ST, ,0174D00325000000,PENN HILLS TOWNSHIP,2200,WOODS RD,RESIDENTIAL,BLACKADORE PLACE PLAN #363-LOT 25X100 WOOD ST,0,0, ,2200,96703,09-08-1983,BLACKADORE PLACE PLAN #364-LOT 25X100 WOOD ST,PITTSBURGH,93406,2200,0,2200,PA,0,VACANT LAND,2200,Penn Hills  
-79.9260660263894,40.3874953047255,0,15207,16700,H,DOERR TERRACE PLAN 91 TO 96 INCL LOT 434.54X150, ,0091K00113000000,13103,16700,RING ST,RESIDENTIAL,.04X320.20 RR IN ALL RING ST,0,0, ,16700,56628,08-02-2007,,PITTSBURGH,13103,16700,39250,16700,PA,0,VACANT LAND,16700,31st Ward - PITTSBURGH
-79.9618028714283,40.4081668788407,0,15210,49400,H,S D HAYS PLAN 103 TO 133 INCL LOT 915.88X140X70, ,0031K00035000000,BALDWIN BOROUGH,49400,OMERT ST,RESIDENTIAL,3.32 RR IN ALL OMERT ST,0,0, ,49400,386072,06-23-2016,,PITTSBURGH,87701,49400,128974,49400,PA,0,VACANT LAND,49400,Baldwin Boro  
-80.0366919627554,40.4175633211609,0,15220,34200,36,1.175 ALD CRANE AVE, ,0017M00040000000,12001,34200,CRANE AVE,RESIDENTIAL,,0,0, ,34200,51183,09-08-2017,,PITTSBURGH,12001,34200,13500,34200,PA,0,VACANT LAND,34200,20th Ward - PITTSBURGH
-80.0239347189312,40.424263300408,0,15216,20500,4,LOT 335.11 X 168.68 X 307.34 REAR              , ,0005R00025000000,12002,20500,TROPICAL AVE,RESIDENTIAL, OF SHADYCREST RD                              ,0,843, ,20500,54450,10-29-1990,,PITTSBURGH,12002,20500,12000,20500,PA,0,VACANT LAND,20500,20th Ward - PITTSBURGH
-79.9042185864208,40.3643853118316,0,15207,18800,0,GRAZIANO PLAN #1 IRREG LOT= 193.59X441.03X     , ,0243C00330000000,13102,18800,CENTURY AVE,RESIDENTIAL,138.66 (1.8148 A LD) CENTURY AVE RR NOLLHILL ST,0,0, ,18800,79053,11-29-1988,"GRAZIANO PLAN #2 LOT= 75X137 (OR 10,057 S F)   ",PITTSBURGH,13102,18800,25000,18800,PA,0,VACANT LAND,18800,31st Ward - PITTSBURGH
-79.9257627027147,40.3835806367985,0,15207,17000,H,DOERR TERRACE PLAN 163-171 INCL LOT 540XAVGI10., ,0134B00176000000,13103,17000,CIRCLE AVE,RESIDENTIAL,85 IN ALL CIRCLE,0,0, ,17000,59677,08-02-2007,,PITTSBURGH,13103,17000,39250,17000,PA,0,VACANT LAND,17000,31st Ward - PITTSBURGH
-79.9724481636349,40.4039147793519,0,15210,16800,0,SANDRA PLAN 4, ,0059C00065000000,BALDWIN BOROUGH,16800,PENN ST,RESIDENTIAL,LOT 1R = 23.09 X 672.74 X 126.79 X 691.80 X 401.95 X 9.05,0,0, ,16800,183784,03-03-2005,,PITTSBURGH,87701,16800,16000,16800,PA,0,VACANT LAND,16800,Baldwin Boro  
-80.0357775784303,40.4244410139903,0,15220,33600,H,ELMER H FINK ETUX SUB DIV PLAN PARCEL F LOT 100, ,0018S00004000000,12004,33600,MCKINNEY LN,RESIDENTIAL,X440.99 MC KINNEY LANE (1.017 A)               ,0,0, ,33600,43996,06-11-2018,,PITTSBURGH,12004,33600,1259000,33600,PA,0,VACANT LAND,33600,20th Ward - PITTSBURGH
-80.0483377040403,40.4862356528264,0,15202,16500,H,1.006 A LAND JACKS RUN RD                      , ,0114J00265000000,WARD 27,16500,FARRAGUT AVE,RESIDENTIAL,,0,82, ,16500,43562,07-13-2011,,PITTSBURGH,12701,16500,91970,16500,PA,0,VACANT LAND,16500,27th Ward - PITTSBURGH
-79.9007935568953,40.4728625933746,0,15206,17500,GV,1 ACRE LD LEMINGTON AV BET WASHINGTON BLVD & CO, ,0123S00069000000,11201,17500,LEMINGTON AVE,RESIDENTIAL,LON,0,6930, ,17500,43560,02-04-2015,2 STY BRK HSE 6900,PITTSBURGH,11201,17500,9729,17500,PA,0,VACANT LAND,17500,12th Ward - PITTSBURGH
-79.9188316173781,40.4170699381514,0,15217,166700,,SUMMERSET AT FRICK PARK REVISION NO 24, ,0088M00200000000,11401,166700,PARKVIEW BLVD,RESIDENTIAL,PARK AREA = 396.33 FRONTING WITH 16 BEARINGS,0,0, ,166700,88333,,,PITTSBURGH,11401,166700,,166700,PA,0,VACANT LAND,166700,14th Ward - PITTSBURGH
-80.041472753021,40.4319574125737,0,15220,38300,3,2ND REVISED OAKBROOK PLAN IRREG, ,0018B00155000000,12802,38300,OAK BROOK CIR,RESIDENTIAL,LOT 133 = 55X131.20X79.99 (1.3244ALD),0,0, ,38300,75478,07-10-1997,2ND REVISED OAKBROOK PLAN PARCEL C,PITTSBURGH,12802,38300,1,38300,PA,0,VACANT LAND,38300,28th Ward - PITTSBURGH
-80.0392809072028,40.4168567659395,0,15220,44400,0,DALELAND WOOD 1ST PLAN PARCEL A 3.725 A LD CRAN, ,0017L00068000000,12001,44400,CRANE AVE,RESIDENTIAL,E AVE NR ELM SPRING DR                         ,0,0, ,44400,162261,03-15-1988,,PITTSBURGH,12001,44400,20000,44400,PA,0,VACANT LAND,44400,20th Ward - PITTSBURGH
-80.082248641766,40.4587146854794,0,15204,36500,2,WINDGAP VILLAGE 2ND REV PLAN IRREG LOT 517.89XA, ,0071E00400000000,12802,36500,MAYFAIR ST,RESIDENTIAL,VG843.21X 100 MAYFAIR ST                       ,0,0, ,36500,260489,09-12-2012,,PITTSBURGH,12802,36500,28188,36500,PA,0,VACANT LAND,36500,28th Ward - PITTSBURGH
-80.0153523286973,40.3970584367589,0,15226,1000,3,W C STILLWAGON PLAN BLK M & N 1.92 A LD EDGEWOO, ,0061J00088000000,11903,1000,EDGEBROOK AVE,RESIDENTIAL,D AV                                           ,0,0, ,1000,83635,10-12-1979,,PITTSBURGH,11903,1000,1,1000,PA,0,VACANT LAND,1000,19th Ward - PITTSBURGH
-79.9248059732764,40.385571480294,0,15207,18200,H,DOERR TERRACE PLAN 265-272 INCL LOT 469.20X150X, ,0091P00331000000,13103,18200,SOUTHVIEW AVE,RESIDENTIAL,490.68 RR IN ALL SOUTHVIEW AV,0,0, ,18200,72005,08-02-2007,,PITTSBURGH,13103,18200,39250,18200,PA,0,VACANT LAND,18200,31st Ward - PITTSBURGH
-80.046373747781,40.449386078991,0,15220,3000,H,1A IRREG LOT 20.42X751.03X683.41 FRONTING CHART, ,0020E00280000000,12003,3000,CHARTIERS AVE,RESIDENTIAL,IERS AVE (3.42ALD)                             ,0,0, ,3000,148975,06-25-2013,,PITTSBURGH,12003,3000,1,3000,PA,0,VACANT LAND,3000,20th Ward - PITTSBURGH
-79.9279140976086,40.3751848073933,0,15207,21200,0,LAVILLE 1ST PLAN 101 LOT 102.92XAVG490.05      , ,0134P00165000000,13103,21200,LAVILLE AVE,RESIDENTIAL,X324.52 LA VILLE AVE (PVT)                     ,0,0, ,21200,104718,11-28-1978,,PITTSBURGH,13103,21200,5600,21200,PA,0,VACANT LAND,21200,31st Ward - PITTSBURGH
-80.006864048234,40.39946180335,0,15210,27100,2,J B ZIMMERMAN SUB DIV-BAILEY & MOON 1ST PLAN 5-, ,0061G00275000000,13201,27100,ZIMMERMAN ST,RESIDENTIAL,6-7-8-9 LOT 206.43XAVG209.87X264.63 RR IN ALL Z,0,0, ,27100,49223,07-11-2002,N ST,PITTSBURGH,13201,27100,3686,27100,PA,0,VACANT LAND,27100,32nd Ward - PITTSBURGH
-80.0424431460556,40.4113116615058,0,15220,20300,36,FREDLAND PLAN OF LOTS REVISION 4, ,0036B00094000000,12001,20300,CARNAHAN RD,RESIDENTIAL,PT LOT 3-R = 399.99X317.17X536.73X326.26,0,1319, ,20300,144693,03-09-2016,,PITTSBURGH,12001,20300,3000,20300,PA,0,VACANT LAND,20300,20th Ward - PITTSBURGH
-80.0741055258517,40.4556885270752,0,15204,24500,N,SUMMERDALE 1ST PLAN PARCEL A IRREG LOT 32XAVG44, ,0071L00084000000,12802,24500,SUMMERDALE ST,RESIDENTIAL,7.65X172.95 OR 2.237 AC MIDDLETOWN RD          ,0,0, ,24500,97444,01-19-1971,,PITTSBURGH,12802,24500,0,24500,PA,0,VACANT LAND,24500,28th Ward - PITTSBURGH
-79.9897232841029,40.3832908387085,0,15227,2000,GV,SUNNYLAND MANOR REV 2ND PLAN, ,0138C00400000000,13203,2000,SUNNYLAND AVE,RESIDENTIAL,PT PARCL A=140.29X195X104.2X320.77X120X144X100.22X140.26X250,0,0, ,2000,86371,08-14-2015,PT PARCEL A = 140.66X50.24X140.66X50.24,PITTSBURGH,13203,2000,14355,2000,PA,0,VACANT LAND,2000,32nd Ward - PITTSBURGH
-79.9707629691516,40.412408072676,0,15210,20500,GV,DONALD J EISEL PLAN PT #3 IRREG LOT 792.55     , ,0032D00265000000,11603,20500,PARKWOOD RD,RESIDENTIAL,X100.23X584.98 PARKWOOD RD RR EADS ST          ,0,917, ,20500,119790,08-19-2016,,PITTSBURGH,11603,20500,18704,20500,PA,0,VACANT LAND,20500,16th Ward - PITTSBURGH
-79.9128772055587,40.425000103421,0,15217,112600,H,SUMMERSET AT FRICK PARK REVISION NO 23, ,0128N00108000000,11403,112600,SUMMERSET DR,RESIDENTIAL,PARCEL 8-REV 2 = 360.65 FRONTING WITH 38 TOTAL BEARINGS,0,0, ,112600,114402,09-27-2011,,PITTSBURGH,11403,112600,1,112600,PA,0,VACANT LAND,112600,14th Ward - PITTSBURGH
-80.0735574293643,40.4511046802836,0,15204,30900,GV,PARCEL A 3.83 A LD KATHY DR                    , ,0070C00330000000,12802,30900,KATHY DR,RESIDENTIAL,PT.VAC.ARBORDALE ST LOT 30XAVG.24.25X 31 WINDGA,0,0, ,30900,167575,04-29-2016,P RD                                           ,PITTSBURGH,12802,30900,32569,30900,PA,0,VACANT LAND,30900,28th Ward - PITTSBURGH
-79.9880129621494,40.4683237832661,0,15212,18900,9,IRREG LOT 216.82X505X315.25 FALL ST            , ,0047G00250000000,WARD 26 - NORTHVIEW HEIGHTS,18900,FALL ST,RESIDENTIAL,,0,0, ,18900,134165,08-29-2002,,PITTSBURGH,12603,18900,2650,18900,PA,0,VACANT LAND,18900,26th Ward - PITTSBURGH
-79.9302584079004,40.3859449899141,0,15207,700,9,DOERR TER PLAN 131-134 INCL LOT 200XAVG312.96 I, ,0091N00250000000,13103,700,CIRCLE AVE,RESIDENTIAL,N ALL CIRCLE AVE                               ,0,0, ,700,62726,10-13-1988,,PITTSBURGH,13103,700,1700,700,PA,0,VACANT LAND,700,31st Ward - PITTSBURGH
-80.071877546927,40.4542952201302,0,15204,6000,3,3.402 A LD MIDDLETOWN RD                       , ,0071R00222000000,12002,6000,MIDDLETOWN RD,RESIDENTIAL,,0,0, ,6000,118919,09-27-2002,,PITTSBURGH,12002,6000,0,6000,PA,0,VACANT LAND,6000,20th Ward - PITTSBURGH
-79.8847569162227,40.4558032988591,0,15208,8200,9,LOT 147XAVG133X208 RR FRANKSTOWN AVE           , ,0174M00376000000,11303,8200,FRANKSTOWN AVE,RESIDENTIAL,LOT 208.66XAVG147.03X100 RR TYSON COR MOEHLER  ,0,0, ,8200,50878,02-07-1984,,PITTSBURGH,11303,8200,0,8200,PA,0,VACANT LAND,8200,13th Ward - PITTSBURGH
-80.0298258243916,40.490478222766,0,15212,29900,2,FESTORIA PLACE PLAN 59 TO 68 INC IRREG LOT 256., ,0115A00188000000,WARD 27,29900,FLORA ST,RESIDENTIAL,94X120.87X249.59 IN ALL FLORA ST,0,0, ,29900,47655,07-11-2002,,PITTSBURGH,12701,29900,2588,29900,PA,0,VACANT LAND,29900,27th Ward - PITTSBURGH
-79.9965864390968,40.4620044792275,0,15212,23500,21,1.5 A LD QUEEN ST, ,0024A00192000000,WARD 24 - SPRING GARDEN,23500,QUEEN ST,RESIDENTIAL,,0,0, ,23500,65340,06-25-2004,,PITTSBURGH,12402,23500,1981,23500,PA,0,VACANT LAND,23500,24th Ward - PITTSBURGH
-79.986907954285,40.4743377662425,0,15212,25700,,PLAN 1 TO 6 INCL IRREG TRI LOT 361.46X 173.03X4, ,0078S00220000000,93702,25700,MOUNT TROY RD,RESIDENTIAL,17.24 IN ALL MT TROY RD                        ,0,0, ,25700,67518,05-05-1950,,PITTSBURGH,93702,25700,0,25700,PA,0,VACANT LAND,25700,Reserve  
-79.9943290948251,40.4739666523524,0,15212,18600,N,6 A LD WILLIAMS RD                             , ,0078K00300000000,93702,18600,WILLIAMS RD,RESIDENTIAL,,0,0, ,18600,261360,01-16-1962,,PITTSBURGH,93702,18600,0,18600,PA,0,VACANT LAND,18600,Reserve  
