X,Y,FAIRMARKETBUILDING__asmt,PROPERTYZIP__asmt,FAIRMARKETLAND__asmt,SALECODE__asmt,LEGAL1__asmt,PROPERTYFRACTION__asmt,PIN,NEIGHDESC__asmt,LOCALLAND__asmt,PROPERTYADDRESS__asmt,CLASSDESC__asmt,LEGAL2__asmt,COUNTYBUILDING__asmt,PROPERTYHOUSENUM__asmt,PROPERTYUNIT__asmt,FAIRMARKETTOTAL__asmt,LOTAREA__asmt,SALEDATE__asmt,LEGAL3__asmt,PROPERTYCITY__asmt,NEIGHCODE__asmt,LOCALTOTAL__asmt,SALEPRICE__asmt,COUNTYLAND__asmt,PROPERTYSTATE__asmt,LOCALBUILDING__asmt,USEDESC__asmt,COUNTYTOTAL__asmt,MUNIDESC__asmt
-79.9872126223366,40.4230497702072,0,15203,34900,4,1.35 A LD BROSVILLE ST BET AMANDA & MONASTERY T, ,0014C00138000000,11702,34900,BROSVILLE ST,RESIDENTIAL,HRU TO REGINA                                  ,0,0, ,34900,58806,11-29-1995,,PITTSBURGH,11702,34900,113000,34900,PA,0,VACANT LAND,34900,17th Ward - PITTSBURGH
-79.8869828158808,40.473811152326,0,15235,17800,3,2.102 A LD LINCOLN THRU TO PAXICO, ,0172S00339000000,PENN HILLS TOWNSHIP,17800,LINCOLN RD,RESIDENTIAL,2 STY BRK VEN HSE #1855,0,1855, ,17800,91563,03-25-2014,,PITTSBURGH,93406,17800,0,17800,PA,0,VACANT LAND,17800,Penn Hills  
-80.0055500526403,40.4015471250832,0,15226,14400,3,BOQUET ESTATES PL PT PARCEL A LOT 166.86XAVG556, ,0061G00108000000,11903,14400,EDGEBROOK AVE,RESIDENTIAL,.50X395.93 RR EDGEBROOK AVE,0,0, ,14400,156380,12-12-2007,,PITTSBURGH,11903,14400,1,14400,PA,0,VACANT LAND,14400,19th Ward - PITTSBURGH
-80.031999854142,40.4081154349364,0,15216,20900,3,1.331 ALD BANKSVILLE RD                        , ,0035J00070000000,12002,20900,BANKSVILLE RD,RESIDENTIAL,,0,0, ,20900,57935,02-13-2017,,PITTSBURGH,12002,20900,1,20900,PA,0,VACANT LAND,20900,20th Ward - PITTSBURGH
-79.9352819897718,40.4163875109055,0,15207,49600,H,BATKO CONSOLIDATION PLAN, ,0055M00317000000,11502,49600,BLACKSTONE ST,RESIDENTIAL,LOT 1 = 206.11X191.40X193.44X42.47X25.68X264.09,0,549, ,49600,49624,08-20-2018,,PITTSBURGH,11502,49600,1,49600,PA,0,VACANT LAND,49600,15th Ward - PITTSBURGH
-80.0284308320633,40.4892844167443,0,15212,31500,2,1-1/5 A LAND TEXTOR & KLINE ST                 , ,0115B00312000000,WARD 27,31500,KARWICH AVE,RESIDENTIAL,,0,0, ,31500,65340,04-30-2009,,PITTSBURGH,12701,31500,22887,31500,PA,0,VACANT LAND,31500,27th Ward - PITTSBURGH
-80.0315611233789,40.41347417226,0,15216,30400,3,2.09 A LD, ,0035A00271000000,12001,30400,BANKSVILLE RD,RESIDENTIAL,,0,1436, ,30400,91040,01-12-2005,,PITTSBURGH,12001,30400,1,30400,PA,0,VACANT LAND,30400,20th Ward - PITTSBURGH
-79.9255548646774,40.3870385210352,0,15207,19800,H,DOERR TERRACE PLAN 343 TO 351 INCL LOT 542.05X1, ,0091P00070000000,13103,19800,SOUTHVIEW AVE,RESIDENTIAL,65X548.8 RR IN ALL SOUTHVIEW AV-RING ST,0,0, ,19800,89995,08-02-2007,,PITTSBURGH,13103,19800,39250,19800,PA,0,VACANT LAND,19800,31st Ward - PITTSBURGH
-79.9013557556152,40.4240646834403,0,15218,700,5,LOT 197.92XAVG313.35X175.52 RR WINDERMERE DR (1, ,0128S00165000000,11403,700,WINDERMERE DR,RESIDENTIAL,.43 A)                                         ,0,0, ,700,62291,04-25-1991,,PITTSBURGH,11403,700,15000,700,PA,0,VACANT LAND,700,14th Ward - PITTSBURGH
-79.9886646481163,40.4759245714001,0,15212,10500,9,PETER REISCHER PLAN 4 & 10 1 A LD SPRING GARDEN, ,0078L00212000000,WARD 26 - NORTHVIEW HEIGHTS,10500,SPRING GARDEN AVE,RESIDENTIAL, AVE                                           ,0,0, ,10500,43560,06-23-1980,,PITTSBURGH,12603,10500,584,10500,PA,0,VACANT LAND,10500,26th Ward - PITTSBURGH
-79.9002784016219,40.4703564208186,0,15206,23600,H,PLAN 162 TO 171 INC AND PTS 172-173-174 LOT 387, ,0124D00127000000,11202,23600,MISSOURI ST,RESIDENTIAL,.98XAVG847X279.91 RR IN ALL MISSOURI BET OLIVAN,0,0, ,23600,218671,11-06-2002,,PITTSBURGH,11202,23600,200000,23600,PA,0,VACANT LAND,23600,12th Ward - PITTSBURGH
-80.0143698982071,40.4601692506641,0,15214,20300,H,LOT = 35.51 X 151.57 X 15 X 238.71 X 132 X 420.19 X 92.71, ,0023A00213000000,WARD 25,20300,OHERN ST,RESIDENTIAL,,0,0, ,20300,62988,11-22-2019,,PITTSBURGH,12502,20300,510000,20300,PA,0,VACANT LAND,20300,25th Ward - PITTSBURGH
-79.9509122457652,40.4402843902231,0,15213,49600,3,LOT85.6XAVG692.07X62 RR JONCAIRE, ,0028H00252000000,10403,49600,JONCAIRE ST,RESIDENTIAL,,0,0, ,49600,51227,10-04-2017,,PITTSBURGH,10403,49600,1,49600,PA,0,VACANT LAND,49600,4th Ward - PITTSBURGH
-79.9248137262928,40.3845120393814,0,15207,19800,H,DOERR TERRACE PLAN 172-182 INCL LOT 629.88X140X, ,0134B00136000000,13103,19800,CIRCLE AVE,RESIDENTIAL,649.93 RR IN ALL CIRCLE AVE,0,0, ,19800,89734,08-02-2007,,PITTSBURGH,13103,19800,39250,19800,PA,0,VACANT LAND,19800,31st Ward - PITTSBURGH
